Time, Event, Position, Broken Parts, Spare Parts
1375326, Repair, -, 0, 2
1375349, Break, 1, 1, 1
1375361, Repair, -, 0, 2
1376026, Break, 0, 1, 1
1376041, Repair, -, 0, 2
1379924, Break, 1, 1, 1
1379941, Repair, -, 0, 2
1381214, Break, 2, 1, 1
1381226, Repair, -, 0, 2
1381796, Break, 2, 1, 1
1381809, Repair, -, 0, 2
1383754, Break, 2, 1, 1
1383768, Repair, -, 0, 2
1384737, Break, 2, 1, 1
1384748, Repair, -, 0, 2
1384836, Break, 2, 1, 1
1384855, Repair, -, 0, 2
1384898, Break, 2, 1, 1
1384916, Repair, -, 0, 2
1386084, Break, 1, 1, 1
1386095, Repair, -, 0, 2
1386261, Break, 2, 1, 1
1386277, Repair, -, 0, 2
1386590, Break, 2, 1, 1
1386607, Repair, -, 0, 2
1386682, Break, 2, 1, 1
1386697, Repair, -, 0, 2
1387314, Break, 1, 1, 1
1387331, Repair, -, 0, 2
1391153, Break, 1, 1, 1
1391172, Repair, -, 0, 2
1393928, Break, 2, 1, 1
1393945, Repair, -, 0, 2
1396969, Break, 1, 1, 1
1396989, Repair, -, 0, 2
1397458, Break, 2, 1, 1
1397470, Repair, -, 0, 2
1400421, Break, 2, 1, 1
1400436, Repair, -, 0, 2
1403678, Break, 1, 1, 1
1403690, Repair, -, 0, 2
1404888, Break, 1, 1, 1
1404904, Repair, -, 0, 2
1405014, Break, 0, 1, 1
1405025, Repair, -, 0, 2
1406421, Break, 1, 1, 1
1406439, Repair, -, 0, 2
1407186, Break, 1, 1, 1
1407197, Repair, -, 0, 2
1410704, Break, 2, 1, 1
1410722, Repair, -, 0, 2
1410915, Break, 0, 1, 1
1410932, Repair, -, 0, 2
1411406, Break, 0, 1, 1
1411426, Repair, -, 0, 2
1414271, Break, 1, 1, 1
1414283, Repair, -, 0, 2
1415118, Break, 1, 1, 1
1415136, Repair, -, 0, 2
1416170, Break, 1, 1, 1
1416183, Repair, -, 0, 2
1416253, Break, 1, 1, 1
1416273, Repair, -, 0, 2
1416433, Break, 2, 1, 1
1416447, Repair, -, 0, 2
1418490, Break, 0, 1, 1
1418510, Repair, -, 0, 2
1419938, Break, 2, 1, 1
1419957, Repair, -, 0, 2
1421717, Break, 1, 1, 1
1421729, Repair, -, 0, 2
1422198, Break, 2, 1, 1
1422210, Repair, -, 0, 2
1426348, Break, 0, 1, 1
1426362, Repair, -, 0, 2
1428524, Break, 1, 1, 1
1428540, Repair, -, 0, 2
1428869, Break, 1, 1, 1
1428880, Repair, -, 0, 2
1430228, Break, 2, 1, 1
1430244, Repair, -, 0, 2
1431284, Break, 1, 1, 1
1431295, Repair, -, 0, 2
1432685, Break, 2, 1, 1
1432698, Repair, -, 0, 2
1433040, Break, 2, 1, 1
1433053, Repair, -, 0, 2
1434077, Break, 0, 1, 1
1434095, Repair, -, 0, 2
1437866, Break, 1, 1, 1
1437877, Repair, -, 0, 2
1439430, Break, 1, 1, 1
1439444, Repair, -, 0, 2
1442144, Break, 1, 1, 1
1442160, Repair, -, 0, 2
1443104, Break, 1, 1, 1
1443120, Repair, -, 0, 2
1444528, Break, 2, 1, 1
1444539, Repair, -, 0, 2
1445824, Break, 0, 1, 1
1445835, Repair, -, 0, 2
1446035, Break, 1, 1, 1
1446055, Repair, -, 0, 2
1446707, Break, 0, 1, 1
1446726, Repair, -, 0, 2
1448650, Break, 1, 1, 1
1448662, Repair, -, 0, 2
1450382, Break, 0, 1, 1
1450400, Repair, -, 0, 2
1450886, Break, 2, 1, 1
1450905, Repair, -, 0, 2
1451437, Break, 2, 1, 1
1451448, Repair, -, 0, 2
1451797, Break, 0, 1, 1
1451814, Repair, -, 0, 2
1452235, Break, 1, 1, 1
1452253, Repair, -, 0, 2
1452405, Break, 2, 1, 1
1452416, Repair, -, 0, 2
1454229, Break, 1, 1, 1
1454249, Repair, -, 0, 2
1454446, Break, 0, 1, 1
1454457, Repair, -, 0, 2
1460170, Break, 2, 1, 1
1460189, Repair, -, 0, 2
1463807, Break, 2, 1, 1
1463823, Repair, -, 0, 2
1464654, Break, 1, 1, 1
1464667, Repair, -, 0, 2
1467741, Break, 2, 1, 1
1467753, Repair, -, 0, 2
1468784, Break, 1, 1, 1
1468800, Repair, -, 0, 2
1469848, Break, 1, 1, 1
1469859, Repair, -, 0, 2
1469949, Break, 2, 1, 1
1469964, Repair, -, 0, 2
1470216, Break, 1, 1, 1
1470231, Repair, -, 0, 2
1471086, Break, 2, 1, 1
1471104, Repair, -, 0, 2
1472996, Break, 2, 1, 1
1473015, Repair, -, 0, 2
1473782, Break, 2, 1, 1
1473796, Repair, -, 0, 2
1474047, Break, 0, 1, 1
1474062, Repair, -, 0, 2
1474943, Break, 2, 1, 1
1474962, Repair, -, 0, 2
1475325, Break, 1, 1, 1
1475344, Repair, -, 0, 2
1476350, Break, 0, 1, 1
1476354, Break, 2, 2, 0
1476366, Repair, -, 1, 1
1476379, Repair, -, 0, 2
1485087, Break, 0, 1, 1
1485099, Repair, -, 0, 2
1485511, Break, 0, 1, 1
1485531, Repair, -, 0, 2
1486763, Break, 2, 1, 1
1486779, Repair, -, 0, 2
1487312, Break, 2, 1, 1
1487327, Repair, -, 0, 2
1488208, Break, 0, 1, 1
1488226, Repair, -, 0, 2
1488232, Break, 2, 1, 1
1488246, Repair, -, 0, 2
1493016, Break, 2, 1, 1
1493035, Repair, -, 0, 2
1495419, Break, 0, 1, 1
1495433, Repair, -, 0, 2
1496619, Break, 1, 1, 1
1496633, Repair, -, 0, 2
1497796, Break, 1, 1, 1
1497812, Repair, -, 0, 2
1498679, Break, 1, 1, 1
1498696, Repair, -, 0, 2
1499692, Break, 1, 1, 1
1499711, Repair, -, 0, 2
1501097, Break, 1, 1, 1
1501112, Repair, -, 0, 2
1502168, Break, 0, 1, 1
1502181, Repair, -, 0, 2
1503803, Break, 2, 1, 1
1503823, Repair, -, 0, 2
1505279, Break, 0, 1, 1
1505296, Repair, -, 0, 2
1510973, Break, 1, 1, 1
1510993, Repair, -, 0, 2
1512369, Break, 0, 1, 1
1512385, Repair, -, 0, 2
1512470, Break, 2, 1, 1
1512485, Repair, -, 0, 2
1512914, Break, 0, 1, 1
1512927, Repair, -, 0, 2
1512994, Break, 1, 1, 1
1513014, Repair, -, 0, 2
1513505, Break, 0, 1, 1
1513518, Repair, -, 0, 2
1514087, Break, 0, 1, 1
1514099, Repair, -, 0, 2
1514632, Break, 1, 1, 1
1514645, Repair, -, 0, 2
1517563, Break, 1, 1, 1
1517578, Repair, -, 0, 2
1517934, Break, 1, 1, 1
1517951, Repair, -, 0, 2
1518635, Break, 2, 1, 1
1518649, Repair, -, 0, 2
1521837, Break, 2, 1, 1
1521849, Repair, -, 0, 2
1522724, Break, 0, 1, 1
1522736, Repair, -, 0, 2
1523531, Break, 1, 1, 1
1523547, Repair, -, 0, 2
1525368, Break, 2, 1, 1
1525387, Repair, -, 0, 2
1528371, Break, 1, 1, 1
1528389, Repair, -, 0, 2
1529486, Break, 1, 1, 1
1529500, Repair, -, 0, 2
1530597, Break, 1, 1, 1
1530613, Repair, -, 0, 2
1531804, Break, 2, 1, 1
1531815, Repair, -, 0, 2
1532723, Break, 2, 1, 1
1532735, Repair, -, 0, 2
1533339, Break, 1, 1, 1
1533355, Repair, -, 0, 2
1534661, Break, 1, 1, 1
1534676, Repair, -, 0, 2
1535908, Break, 1, 1, 1
1535921, Repair, -, 0, 2
1536623, Break, 0, 1, 1
1536642, Repair, -, 0, 2
1537709, Break, 0, 1, 1
1537728, Repair, -, 0, 2
1538132, Break, 2, 1, 1
1538144, Repair, -, 0, 2
1538220, Break, 1, 1, 1
1538231, Repair, -, 0, 2
1539667, Break, 0, 1, 1
1539687, Repair, -, 0, 2
1540415, Break, 0, 1, 1
1540426, Repair, -, 0, 2
1541080, Break, 1, 1, 1
1541092, Repair, -, 0, 2
1541150, Break, 1, 1, 1
1541163, Repair, -, 0, 2
1541654, Break, 0, 1, 1
1541666, Repair, -, 0, 2
1541919, Break, 1, 1, 1
1541937, Repair, -, 0, 2
1544556, Break, 2, 1, 1
1544567, Repair, -, 0, 2
1544851, Break, 1, 1, 1
1544862, Repair, -, 0, 2
1545171, Break, 2, 1, 1
1545190, Repair, -, 0, 2
1546673, Break, 1, 1, 1
1546690, Repair, -, 0, 2
1547607, Break, 0, 1, 1
1547622, Repair, -, 0, 2
1551220, Break, 0, 1, 1
1551238, Repair, -, 0, 2
1552267, Break, 2, 1, 1
1552280, Repair, -, 0, 2
1552925, Break, 1, 1, 1
1552942, Repair, -, 0, 2
1555319, Break, 0, 1, 1
1555330, Repair, -, 0, 2
1555568, Break, 1, 1, 1
1555587, Repair, -, 0, 2
1556133, Break, 2, 1, 1
1556148, Repair, -, 0, 2
1556880, Break, 1, 1, 1
1556895, Repair, -, 0, 2
1562198, Break, 0, 1, 1
1562215, Repair, -, 0, 2
1562829, Break, 2, 1, 1
1562849, Repair, -, 0, 2
1566760, Break, 0, 1, 1
1566777, Repair, -, 0, 2
1567562, Break, 0, 1, 1
1567574, Repair, -, 0, 2
1567685, Break, 0, 1, 1
1567702, Repair, -, 0, 2
1569173, Break, 2, 1, 1
1569192, Repair, -, 0, 2
1569820, Break, 2, 1, 1
1569835, Repair, -, 0, 2
1570320, Break, 1, 1, 1
1570339, Repair, -, 0, 2
1570906, Break, 0, 1, 1
1570918, Repair, -, 0, 2
1572018, Break, 1, 1, 1
1572036, Repair, -, 0, 2
1572943, Break, 2, 1, 1
1572963, Repair, -, 0, 2
1574338, Break, 0, 1, 1
1574350, Repair, -, 0, 2
1578208, Break, 2, 1, 1
1578221, Repair, -, 0, 2
1578915, Break, 1, 1, 1
1578928, Repair, -, 0, 2
1579561, Break, 2, 1, 1
1579579, Repair, -, 0, 2
1581100, Break, 0, 1, 1
1581116, Repair, -, 0, 2
1581575, Break, 2, 1, 1
1581586, Repair, -, 0, 2
1582105, Break, 2, 1, 1
1582125, Repair, -, 0, 2
1582510, Break, 2, 1, 1
1582524, Repair, -, 0, 2
1584381, Break, 1, 1, 1
1584398, Break, 1, 2, 0
1584400, Repair, -, 1, 1
1584415, Repair, -, 0, 2
1584758, Break, 1, 1, 1
1584770, Repair, -, 0, 2
1584920, Break, 1, 1, 1
1584933, Repair, -, 0, 2
1584942, Break, 1, 1, 1
1584962, Repair, -, 0, 2
1586624, Break, 2, 1, 1
1586642, Repair, -, 0, 2
1587640, Break, 2, 1, 1
1587651, Repair, -, 0, 2
1587820, Break, 1, 1, 1
1587838, Repair, -, 0, 2
1589441, Break, 2, 1, 1
1589458, Repair, -, 0, 2
1590097, Break, 2, 1, 1
1590108, Repair, -, 0, 2
1591552, Break, 1, 1, 1
1591565, Repair, -, 0, 2
1593790, Break, 0, 1, 1
1593806, Repair, -, 0, 2
1597762, Break, 1, 1, 1
1597776, Repair, -, 0, 2
1597895, Break, 2, 1, 1
1597907, Repair, -, 0, 2
1599953, Break, 1, 1, 1
1599965, Repair, -, 0, 2
1600116, Break, 2, 1, 1
1600131, Repair, -, 0, 2
1601542, Break, 1, 1, 1
1601558, Repair, -, 0, 2
1605551, Break, 1, 1, 1
1605562, Repair, -, 0, 2
1606941, Break, 1, 1, 1
1606953, Repair, -, 0, 2
1607707, Break, 2, 1, 1
1607721, Repair, -, 0, 2
1607848, Break, 2, 1, 1
1607866, Repair, -, 0, 2
1611082, Break, 0, 1, 1
1611098, Repair, -, 0, 2
1617970, Break, 0, 1, 1
1617987, Repair, -, 0, 2
1618371, Break, 0, 1, 1
1618387, Repair, -, 0, 2
1624176, Break, 2, 1, 1
1624194, Repair, -, 0, 2
1626054, Break, 2, 1, 1
1626067, Repair, -, 0, 2
1627006, Break, 2, 1, 1
1627018, Repair, -, 0, 2
1628812, Break, 1, 1, 1
1628828, Repair, -, 0, 2
1629299, Break, 2, 1, 1
1629316, Repair, -, 0, 2
1634119, Break, 2, 1, 1
1634139, Repair, -, 0, 2
1634550, Break, 1, 1, 1
1634566, Repair, -, 0, 2
1634580, Break, 1, 1, 1
1634591, Repair, -, 0, 2
1635110, Break, 0, 1, 1
1635129, Repair, -, 0, 2
1635349, Break, 0, 1, 1
1635361, Repair, -, 0, 2
1635450, Break, 2, 1, 1
1635465, Repair, -, 0, 2
1636732, Break, 2, 1, 1
1636744, Repair, -, 0, 2
1637674, Break, 2, 1, 1
1637686, Break, 0, 2, 0
1637692, Repair, -, 1, 1
1637705, Repair, -, 0, 2
1641940, Break, 1, 1, 1
1641957, Repair, -, 0, 2
1642886, Break, 2, 1, 1
1642900, Repair, -, 0, 2
1643330, Break, 1, 1, 1
1643350, Repair, -, 0, 2
1645026, Break, 2, 1, 1
1645038, Repair, -, 0, 2
1645447, Break, 1, 1, 1
1645463, Repair, -, 0, 2
1646311, Break, 2, 1, 1
1646325, Repair, -, 0, 2
1647106, Break, 0, 1, 1
1647125, Repair, -, 0, 2
1647909, Break, 1, 1, 1
1647926, Repair, -, 0, 2
1648386, Break, 0, 1, 1
1648405, Repair, -, 0, 2
1649391, Break, 0, 1, 1
1649406, Repair, -, 0, 2
1650981, Break, 0, 1, 1
1650994, Repair, -, 0, 2
1656692, Break, 0, 1, 1
1656706, Repair, -, 0, 2
1661154, Break, 2, 1, 1
1661168, Repair, -, 0, 2
1662816, Break, 0, 1, 1
1662834, Repair, -, 0, 2
1662880, Break, 1, 1, 1
1662900, Repair, -, 0, 2
1663059, Break, 0, 1, 1
1663072, Repair, -, 0, 2
1664060, Break, 1, 1, 1
1664077, Repair, -, 0, 2
1666952, Break, 1, 1, 1
1666968, Repair, -, 0, 2
1668153, Break, 0, 1, 1
1668170, Repair, -, 0, 2
1674425, Break, 1, 1, 1
1674442, Repair, -, 0, 2
1679667, Break, 1, 1, 1
1679686, Repair, -, 0, 2
1680049, Break, 1, 1, 1
1680065, Repair, -, 0, 2
1680436, Break, 0, 1, 1
1680450, Repair, -, 0, 2
1680743, Break, 2, 1, 1
1680754, Repair, -, 0, 2
1682844, Break, 2, 1, 1
1682864, Repair, -, 0, 2
1683615, Break, 0, 1, 1
1683632, Repair, -, 0, 2
1684968, Break, 2, 1, 1
1684985, Repair, -, 0, 2
1685667, Break, 1, 1, 1
1685685, Repair, -, 0, 2
1686556, Break, 0, 1, 1
1686572, Repair, -, 0, 2
1687478, Break, 2, 1, 1
1687490, Repair, -, 0, 2
1687555, Break, 2, 1, 1
1687572, Repair, -, 0, 2
1690630, Break, 0, 1, 1
1690650, Repair, -, 0, 2
1691355, Break, 0, 1, 1
1691370, Repair, -, 0, 2
1691457, Break, 0, 1, 1
1691473, Repair, -, 0, 2
1691525, Break, 0, 1, 1
1691545, Repair, -, 0, 2
1692683, Break, 0, 1, 1
1692700, Repair, -, 0, 2
1693812, Break, 1, 1, 1
1693823, Repair, -, 0, 2
1694040, Break, 1, 1, 1
1694060, Repair, -, 0, 2
1695143, Break, 2, 1, 1
1695154, Repair, -, 0, 2
1697039, Break, 1, 1, 1
1697057, Repair, -, 0, 2
1698606, Break, 1, 1, 1
1698619, Repair, -, 0, 2
1699234, Break, 0, 1, 1
1699254, Repair, -, 0, 2
1699520, Break, 1, 1, 1
1699533, Repair, -, 0, 2
1701645, Break, 0, 1, 1
1701658, Repair, -, 0, 2
1702077, Break, 1, 1, 1
1702089, Repair, -, 0, 2
1702483, Break, 2, 1, 1
1702498, Repair, -, 0, 2
1703158, Break, 2, 1, 1
1703176, Repair, -, 0, 2
1703555, Break, 2, 1, 1
1703566, Repair, -, 0, 2
1706548, Break, 2, 1, 1
1706562, Repair, -, 0, 2
1706800, Break, 0, 1, 1
1706812, Repair, -, 0, 2
1707814, Break, 1, 1, 1
1707832, Repair, -, 0, 2
1708925, Break, 1, 1, 1
1708939, Repair, -, 0, 2
1713068, Break, 2, 1, 1
1713088, Repair, -, 0, 2
1714471, Break, 2, 1, 1
1714491, Repair, -, 0, 2
1716580, Break, 1, 1, 1
1716596, Repair, -, 0, 2
1717860, Break, 0, 1, 1
1717876, Repair, -, 0, 2
1718349, Break, 2, 1, 1
1718366, Repair, -, 0, 2
1720029, Break, 2, 1, 1
1720043, Repair, -, 0, 2
1724009, Break, 0, 1, 1
1724027, Repair, -, 0, 2
1730318, Break, 2, 1, 1
1730329, Repair, -, 0, 2
1730957, Break, 1, 1, 1
1730970, Repair, -, 0, 2
1733800, Break, 2, 1, 1
1733812, Repair, -, 0, 2
1734143, Break, 2, 1, 1
1734160, Repair, -, 0, 2
1735110, Break, 0, 1, 1
1735129, Repair, -, 0, 2
1737420, Break, 1, 1, 1
1737436, Repair, -, 0, 2
1738873, Break, 0, 1, 1
1738884, Repair, -, 0, 2
1741225, Break, 0, 1, 1
1741244, Repair, -, 0, 2
1741879, Break, 0, 1, 1
1741893, Repair, -, 0, 2
1743723, Break, 0, 1, 1
1743736, Repair, -, 0, 2
1744530, Break, 2, 1, 1
1744542, Repair, -, 0, 2
1744557, Break, 0, 1, 1
1744572, Repair, -, 0, 2
1745531, Break, 0, 1, 1
1745550, Repair, -, 0, 2
1746084, Break, 2, 1, 1
1746097, Repair, -, 0, 2
1747440, Break, 0, 1, 1
1747453, Repair, -, 0, 2
1747514, Break, 2, 1, 1
1747525, Repair, -, 0, 2
1749426, Break, 1, 1, 1
1749439, Repair, -, 0, 2
1751488, Break, 0, 1, 1
1751500, Repair, -, 0, 2
1753467, Break, 2, 1, 1
1753486, Repair, -, 0, 2
1760380, Break, 1, 1, 1
1760398, Repair, -, 0, 2
1762419, Break, 1, 1, 1
1762439, Repair, -, 0, 2
1762635, Break, 1, 1, 1
1762647, Repair, -, 0, 2
1762837, Break, 0, 1, 1
1762851, Repair, -, 0, 2
1762985, Break, 2, 1, 1
1763001, Repair, -, 0, 2
1763134, Break, 2, 1, 1
1763145, Repair, -, 0, 2
1763628, Break, 1, 1, 1
1763643, Repair, -, 0, 2
1763913, Break, 0, 1, 1
1763932, Repair, -, 0, 2
1764641, Break, 2, 1, 1
1764661, Repair, -, 0, 2
1764836, Break, 1, 1, 1
1764851, Repair, -, 0, 2
1767573, Break, 2, 1, 1
1767590, Repair, -, 0, 2
1768034, Break, 0, 1, 1
1768048, Repair, -, 0, 2
1768705, Break, 0, 1, 1
1768723, Repair, -, 0, 2
1769031, Break, 2, 1, 1
1769048, Repair, -, 0, 2
1769278, Break, 0, 1, 1
1769294, Repair, -, 0, 2
1769738, Break, 2, 1, 1
1769751, Repair, -, 0, 2
1769785, Break, 2, 1, 1
1769799, Repair, -, 0, 2
1771032, Break, 0, 1, 1
1771047, Repair, -, 0, 2
1772657, Break, 0, 1, 1
1772669, Repair, -, 0, 2
1772841, Break, 0, 1, 1
1772857, Repair, -, 0, 2
1772943, Break, 2, 1, 1
1772956, Repair, -, 0, 2
1774185, Break, 1, 1, 1
1774199, Repair, -, 0, 2
1776040, Break, 0, 1, 1
1776053, Repair, -, 0, 2
1778134, Break, 1, 1, 1
1778151, Repair, -, 0, 2
1781905, Break, 2, 1, 1
1781922, Repair, -, 0, 2
1783096, Break, 2, 1, 1
1783108, Repair, -, 0, 2
1783557, Break, 2, 1, 1
1783575, Repair, -, 0, 2
1784770, Break, 0, 1, 1
1784787, Repair, -, 0, 2
1785992, Break, 2, 1, 1
1786004, Repair, -, 0, 2
1787645, Break, 2, 1, 1
1787662, Repair, -, 0, 2
1790453, Break, 1, 1, 1
1790471, Repair, -, 0, 2
1791008, Break, 0, 1, 1
1791025, Repair, -, 0, 2
1793655, Break, 1, 1, 1
1793668, Repair, -, 0, 2
1795629, Break, 1, 1, 1
1795648, Repair, -, 0, 2
1796154, Break, 1, 1, 1
1796174, Repair, -, 0, 2
1796732, Break, 1, 1, 1
1796750, Repair, -, 0, 2
1799529, Break, 0, 1, 1
1799543, Repair, -, 0, 2
1802633, Break, 1, 1, 1
1802651, Repair, -, 0, 2
1803010, Break, 0, 1, 1
1803026, Repair, -, 0, 2
1803543, Break, 1, 1, 1
1803558, Repair, -, 0, 2
1806724, Break, 0, 1, 1
1806742, Repair, -, 0, 2
1807602, Break, 0, 1, 1
1807619, Repair, -, 0, 2
1809555, Break, 1, 1, 1
1809567, Repair, -, 0, 2
1810554, Break, 1, 1, 1
1810572, Repair, -, 0, 2
1812142, Break, 2, 1, 1
1812157, Repair, -, 0, 2
1813938, Break, 0, 1, 1
1813956, Repair, -, 0, 2
1815064, Break, 1, 1, 1
1815082, Repair, -, 0, 2
1816306, Break, 1, 1, 1
1816320, Repair, -, 0, 2
1816791, Break, 1, 1, 1
1816803, Repair, -, 0, 2
1816864, Break, 1, 1, 1
1816884, Repair, -, 0, 2
1817225, Break, 2, 1, 1
1817237, Repair, -, 0, 2
1817758, Break, 2, 1, 1
1817774, Repair, -, 0, 2
1819926, Break, 1, 1, 1
1819945, Repair, -, 0, 2
1821774, Break, 1, 1, 1
1821788, Repair, -, 0, 2
1822952, Break, 0, 1, 1
1822967, Repair, -, 0, 2
1825196, Break, 1, 1, 1
1825207, Repair, -, 0, 2
1825750, Break, 0, 1, 1
1825762, Repair, -, 0, 2
1826252, Break, 1, 1, 1
1826272, Repair, -, 0, 2
1826720, Break, 0, 1, 1
1826731, Repair, -, 0, 2
1826946, Break, 0, 1, 1
1826966, Repair, -, 0, 2
1828203, Break, 0, 1, 1
1828219, Repair, -, 0, 2
1831042, Break, 0, 1, 1
1831056, Repair, -, 0, 2
1831969, Break, 2, 1, 1
1831984, Repair, -, 0, 2
1832193, Break, 0, 1, 1
1832213, Repair, -, 0, 2
1832477, Break, 1, 1, 1
1832488, Repair, -, 0, 2
1832780, Break, 2, 1, 1
1832794, Repair, -, 0, 2
1833030, Break, 0, 1, 1
1833047, Repair, -, 0, 2
1837645, Break, 2, 1, 1
1837665, Repair, -, 0, 2
1839100, Break, 1, 1, 1
1839115, Repair, -, 0, 2
1840379, Break, 0, 1, 1
1840397, Repair, -, 0, 2
1841494, Break, 2, 1, 1
1841506, Repair, -, 0, 2
1842200, Break, 0, 1, 1
1842212, Repair, -, 0, 2
1843379, Break, 1, 1, 1
1843392, Repair, -, 0, 2
1845466, Break, 2, 1, 1
1845485, Repair, -, 0, 2
1848401, Break, 2, 1, 1
1848416, Repair, -, 0, 2
1848713, Break, 1, 1, 1
1848731, Repair, -, 0, 2
1852488, Break, 1, 1, 1
1852504, Repair, -, 0, 2
1853240, Break, 2, 1, 1
1853256, Break, 2, 2, 0
1853256, Repair, -, 1, 1
1853272, Repair, -, 0, 2
1853319, Break, 1, 1, 1
1853337, Repair, -, 0, 2
1854068, Break, 1, 1, 1
1854082, Repair, -, 0, 2
1854267, Break, 2, 1, 1
1854279, Repair, -, 0, 2
1855370, Break, 2, 1, 1
1855388, Repair, -, 0, 2
1855552, Break, 1, 1, 1
1855563, Repair, -, 0, 2
1858062, Break, 2, 1, 1
1858081, Repair, -, 0, 2
1860448, Break, 0, 1, 1
1860463, Repair, -, 0, 2
1860844, Break, 2, 1, 1
1860864, Repair, -, 0, 2
1862157, Break, 2, 1, 1
1862177, Repair, -, 0, 2
1862421, Break, 0, 1, 1
1862437, Repair, -, 0, 2
1862808, Break, 1, 1, 1
1862822, Repair, -, 0, 2
1863014, Break, 0, 1, 1
1863032, Repair, -, 0, 2
1863765, Break, 0, 1, 1
1863776, Repair, -, 0, 2
1864185, Break, 2, 1, 1
1864204, Repair, -, 0, 2
1866202, Break, 1, 1, 1
1866213, Repair, -, 0, 2
1866309, Break, 2, 1, 1
1866325, Repair, -, 0, 2
1868116, Break, 1, 1, 1
1868135, Repair, -, 0, 2
1868818, Break, 0, 1, 1
1868836, Repair, -, 0, 2
1869430, Break, 2, 1, 1
1869442, Repair, -, 0, 2
1870542, Break, 2, 1, 1
1870554, Repair, -, 0, 2
1874236, Break, 1, 1, 1
1874249, Repair, -, 0, 2
1875441, Break, 2, 1, 1
1875458, Repair, -, 0, 2
1875506, Break, 2, 1, 1
1875525, Repair, -, 0, 2
1877512, Break, 2, 1, 1
1877524, Repair, -, 0, 2
1880008, Break, 0, 1, 1
1880025, Repair, -, 0, 2
1883368, Break, 1, 1, 1
1883380, Repair, -, 0, 2
1883630, Break, 2, 1, 1
1883650, Repair, -, 0, 2
1884348, Break, 1, 1, 1
1884361, Repair, -, 0, 2
1886785, Break, 0, 1, 1
1886799, Repair, -, 0, 2
1887848, Break, 1, 1, 1
1887866, Repair, -, 0, 2
1888700, Break, 1, 1, 1
1888718, Repair, -, 0, 2
1889591, Break, 1, 1, 1
1889610, Repair, -, 0, 2
1890057, Break, 2, 1, 1
1890072, Repair, -, 0, 2
1890896, Break, 0, 1, 1
1890908, Repair, -, 0, 2
1892993, Break, 0, 1, 1
1893005, Repair, -, 0, 2
1894892, Break, 0, 1, 1
1894911, Repair, -, 0, 2
1895318, Break, 0, 1, 1
1895336, Repair, -, 0, 2
1899416, Break, 1, 1, 1
1899427, Repair, -, 0, 2
1899617, Break, 2, 1, 1
1899633, Repair, -, 0, 2
1899833, Break, 1, 1, 1
1899851, Repair, -, 0, 2
1900248, Break, 2, 1, 1
1900259, Repair, -, 0, 2
1902130, Break, 2, 1, 1
1902150, Repair, -, 0, 2
1902240, Break, 0, 1, 1
1902254, Repair, -, 0, 2
1904107, Break, 2, 1, 1
1904127, Repair, -, 0, 2
1904960, Break, 1, 1, 1
1904973, Repair, -, 0, 2
1906189, Break, 2, 1, 1
1906205, Repair, -, 0, 2
1906335, Break, 2, 1, 1
1906353, Repair, -, 0, 2
1906618, Break, 0, 1, 1
1906632, Repair, -, 0, 2
1907410, Break, 1, 1, 1
1907426, Repair, -, 0, 2
1908900, Break, 1, 1, 1
1908915, Repair, -, 0, 2
1908945, Break, 1, 1, 1
1908964, Repair, -, 0, 2
1909133, Break, 1, 1, 1
1909151, Repair, -, 0, 2
1909321, Break, 0, 1, 1
1909335, Repair, -, 0, 2
1911309, Break, 0, 1, 1
1911325, Repair, -, 0, 2
1911508, Break, 2, 1, 1
1911526, Repair, -, 0, 2
1911578, Break, 1, 1, 1
1911593, Repair, -, 0, 2
1913038, Break, 0, 1, 1
1913053, Repair, -, 0, 2
1914105, Break, 0, 1, 1
1914123, Repair, -, 0, 2
1914591, Break, 0, 1, 1
1914610, Repair, -, 0, 2
1914734, Break, 2, 1, 1
1914748, Repair, -, 0, 2
1914814, Break, 0, 1, 1
1914825, Repair, -, 0, 2
1917000, Break, 2, 1, 1
1917015, Repair, -, 0, 2
1917821, Break, 2, 1, 1
1917833, Repair, -, 0, 2
1918632, Break, 0, 1, 1
1918645, Repair, -, 0, 2
1922727, Break, 0, 1, 1
1922742, Repair, -, 0, 2
1922863, Break, 1, 1, 1
1922876, Repair, -, 0, 2
1926039, Break, 0, 1, 1
1926051, Repair, -, 0, 2
1926069, Break, 1, 1, 1
1926083, Repair, -, 0, 2
1927360, Break, 1, 1, 1
1927380, Repair, -, 0, 2
1927465, Break, 0, 1, 1
1927478, Repair, -, 0, 2
1930465, Break, 1, 1, 1
1930476, Repair, -, 0, 2
1932871, Break, 2, 1, 1
1932884, Repair, -, 0, 2
1932947, Break, 1, 1, 1
1932963, Repair, -, 0, 2
1933029, Break, 1, 1, 1
1933042, Repair, -, 0, 2
1934025, Break, 2, 1, 1
1934040, Repair, -, 0, 2
1934129, Break, 1, 1, 1
1934141, Repair, -, 0, 2
1935260, Break, 0, 1, 1
1935274, Repair, -, 0, 2
1936525, Break, 0, 1, 1
1936537, Repair, -, 0, 2
1936650, Break, 0, 1, 1
1936663, Repair, -, 0, 2
1937325, Break, 0, 1, 1
1937339, Repair, -, 0, 2
1937941, Break, 2, 1, 1
1937961, Repair, -, 0, 2
1939365, Break, 2, 1, 1
1939377, Repair, -, 0, 2
1939845, Break, 0, 1, 1
1939856, Repair, -, 0, 2
1941756, Break, 2, 1, 1
1941768, Repair, -, 0, 2
