Time, Event, Position, Broken Parts, Spare Parts
10467465, Break, 2, 1, 1
10467478, Repair, -, 0, 2
10468579, Break, 2, 1, 1
10468595, Repair, -, 0, 2
10469158, Break, 0, 1, 1
10469175, Repair, -, 0, 2
10469371, Break, 2, 1, 1
10469391, Repair, -, 0, 2
10470230, Break, 0, 1, 1
10470246, Repair, -, 0, 2
10471496, Break, 2, 1, 1
10471514, Repair, -, 0, 2
10473947, Break, 1, 1, 1
10473964, Repair, -, 0, 2
10480153, Break, 0, 1, 1
10480164, Repair, -, 0, 2
10480395, Break, 2, 1, 1
10480409, Repair, -, 0, 2
10480583, Break, 0, 1, 1
10480598, Repair, -, 0, 2
10482665, Break, 1, 1, 1
10482683, Repair, -, 0, 2
10483903, Break, 0, 1, 1
10483914, Repair, -, 0, 2
10484284, Break, 0, 1, 1
10484302, Repair, -, 0, 2
10486130, Break, 2, 1, 1
10486144, Repair, -, 0, 2
10487337, Break, 1, 1, 1
10487350, Repair, -, 0, 2
10494107, Break, 0, 1, 1
10494127, Repair, -, 0, 2
10497414, Break, 2, 1, 1
10497430, Repair, -, 0, 2
10499192, Break, 2, 1, 1
10499206, Repair, -, 0, 2
10500685, Break, 1, 1, 1
10500701, Repair, -, 0, 2
10503851, Break, 2, 1, 1
10503865, Repair, -, 0, 2
10508083, Break, 1, 1, 1
10508102, Repair, -, 0, 2
10508731, Break, 2, 1, 1
10508742, Repair, -, 0, 2
10508892, Break, 0, 1, 1
10508909, Repair, -, 0, 2
10509201, Break, 1, 1, 1
10509221, Repair, -, 0, 2
10511078, Break, 0, 1, 1
10511098, Repair, -, 0, 2
10513239, Break, 2, 1, 1
10513255, Repair, -, 0, 2
10514704, Break, 2, 1, 1
10514722, Repair, -, 0, 2
10515061, Break, 1, 1, 1
10515081, Repair, -, 0, 2
10515406, Break, 0, 1, 1
10515422, Repair, -, 0, 2
10519109, Break, 2, 1, 1
10519129, Repair, -, 0, 2
10519692, Break, 2, 1, 1
10519709, Repair, -, 0, 2
10520014, Break, 1, 1, 1
10520027, Repair, -, 0, 2
10520940, Break, 0, 1, 1
10520952, Repair, -, 0, 2
10522237, Break, 0, 1, 1
10522256, Repair, -, 0, 2
10522506, Break, 0, 1, 1
10522526, Repair, -, 0, 2
10524374, Break, 0, 1, 1
10524386, Repair, -, 0, 2
10525581, Break, 1, 1, 1
10525600, Repair, -, 0, 2
10527179, Break, 2, 1, 1
10527192, Repair, -, 0, 2
10528898, Break, 2, 1, 1
10528914, Repair, -, 0, 2
10531683, Break, 1, 1, 1
10531701, Repair, -, 0, 2
10532297, Break, 2, 1, 1
10532314, Repair, -, 0, 2
10533311, Break, 0, 1, 1
10533329, Repair, -, 0, 2
10533398, Break, 0, 1, 1
10533411, Repair, -, 0, 2
10535248, Break, 1, 1, 1
10535267, Repair, -, 0, 2
10537534, Break, 0, 1, 1
10537550, Repair, -, 0, 2
10538138, Break, 0, 1, 1
10538149, Repair, -, 0, 2
10538637, Break, 2, 1, 1
10538654, Repair, -, 0, 2
10541476, Break, 2, 1, 1
10541491, Repair, -, 0, 2
10542169, Break, 2, 1, 1
10542184, Repair, -, 0, 2
10542681, Break, 1, 1, 1
10542699, Repair, -, 0, 2
10546259, Break, 2, 1, 1
10546276, Repair, -, 0, 2
10546371, Break, 0, 1, 1
10546389, Repair, -, 0, 2
10546452, Break, 0, 1, 1
10546471, Repair, -, 0, 2
10547785, Break, 0, 1, 1
10547797, Repair, -, 0, 2
10548384, Break, 0, 1, 1
10548402, Repair, -, 0, 2
10549100, Break, 1, 1, 1
10549111, Repair, -, 0, 2
10550254, Break, 2, 1, 1
10550270, Repair, -, 0, 2
10557957, Break, 0, 1, 1
10557975, Repair, -, 0, 2
10558298, Break, 0, 1, 1
10558312, Repair, -, 0, 2
10558885, Break, 1, 1, 1
10558901, Repair, -, 0, 2
10559077, Break, 0, 1, 1
10559096, Repair, -, 0, 2
10559828, Break, 1, 1, 1
10559841, Repair, -, 0, 2
10560140, Break, 0, 1, 1
10560155, Repair, -, 0, 2
10560717, Break, 0, 1, 1
10560729, Repair, -, 0, 2
10560833, Break, 2, 1, 1
10560845, Repair, -, 0, 2
10561375, Break, 2, 1, 1
10561386, Repair, -, 0, 2
10563633, Break, 2, 1, 1
10563646, Repair, -, 0, 2
10564653, Break, 2, 1, 1
10564671, Repair, -, 0, 2
10565628, Break, 2, 1, 1
10565646, Repair, -, 0, 2
10566912, Break, 2, 1, 1
10566931, Repair, -, 0, 2
10568098, Break, 2, 1, 1
10568114, Repair, -, 0, 2
10568802, Break, 1, 1, 1
10568814, Repair, -, 0, 2
10570992, Break, 2, 1, 1
10571009, Repair, -, 0, 2
10571110, Break, 1, 1, 1
10571129, Repair, -, 0, 2
10571332, Break, 0, 1, 1
10571343, Repair, -, 0, 2
10571823, Break, 0, 1, 1
10571835, Repair, -, 0, 2
10572902, Break, 0, 1, 1
10572917, Repair, -, 0, 2
10574818, Break, 1, 1, 1
10574830, Repair, -, 0, 2
10576430, Break, 1, 1, 1
10576446, Repair, -, 0, 2
10577219, Break, 0, 1, 1
10577239, Repair, -, 0, 2
10580565, Break, 2, 1, 1
10580580, Repair, -, 0, 2
10581541, Break, 2, 1, 1
10581556, Repair, -, 0, 2
10582738, Break, 1, 1, 1
10582749, Repair, -, 0, 2
10584450, Break, 2, 1, 1
10584466, Repair, -, 0, 2
10584528, Break, 2, 1, 1
10584542, Repair, -, 0, 2
10588764, Break, 2, 1, 1
10588780, Repair, -, 0, 2
10591631, Break, 1, 1, 1
10591646, Repair, -, 0, 2
10593725, Break, 2, 1, 1
10593737, Repair, -, 0, 2
10596547, Break, 1, 1, 1
10596564, Repair, -, 0, 2
10597364, Break, 0, 1, 1
10597383, Repair, -, 0, 2
10597417, Break, 0, 1, 1
10597433, Repair, -, 0, 2
10597502, Break, 1, 1, 1
10597515, Repair, -, 0, 2
10597593, Break, 0, 1, 1
10597610, Repair, -, 0, 2
10597653, Break, 0, 1, 1
10597665, Repair, -, 0, 2
10597931, Break, 0, 1, 1
10597942, Repair, -, 0, 2
10598396, Break, 2, 1, 1
10598409, Repair, -, 0, 2
10598881, Break, 0, 1, 1
10598896, Repair, -, 0, 2
10600143, Break, 2, 1, 1
10600159, Repair, -, 0, 2
10600210, Break, 1, 1, 1
10600223, Repair, -, 0, 2
10603276, Break, 1, 1, 1
10603288, Repair, -, 0, 2
10605177, Break, 1, 1, 1
10605194, Repair, -, 0, 2
10607604, Break, 2, 1, 1
10607620, Repair, -, 0, 2
10610242, Break, 0, 1, 1
10610253, Repair, -, 0, 2
10611140, Break, 2, 1, 1
10611158, Repair, -, 0, 2
10611359, Break, 0, 1, 1
10611371, Repair, -, 0, 2
10612653, Break, 1, 1, 1
10612672, Repair, -, 0, 2
10613731, Break, 2, 1, 1
10613742, Repair, -, 0, 2
10614265, Break, 0, 1, 1
10614283, Repair, -, 0, 2
10615157, Break, 2, 1, 1
10615170, Repair, -, 0, 2
10616800, Break, 0, 1, 1
10616819, Repair, -, 0, 2
10618479, Break, 1, 1, 1
10618491, Repair, -, 0, 2
10619091, Break, 0, 1, 1
10619105, Repair, -, 0, 2
10619501, Break, 2, 1, 1
10619517, Repair, -, 0, 2
10622061, Break, 2, 1, 1
10622080, Repair, -, 0, 2
10622969, Break, 0, 1, 1
10622987, Repair, -, 0, 2
10623861, Break, 1, 1, 1
10623877, Repair, -, 0, 2
10625101, Break, 2, 1, 1
10625119, Repair, -, 0, 2
10628545, Break, 1, 1, 1
10628560, Repair, -, 0, 2
10629252, Break, 0, 1, 1
10629265, Repair, -, 0, 2
10633497, Break, 0, 1, 1
10633517, Repair, -, 0, 2
10634807, Break, 0, 1, 1
10634821, Repair, -, 0, 2
10635462, Break, 0, 1, 1
10635476, Repair, -, 0, 2
10636107, Break, 1, 1, 1
10636120, Repair, -, 0, 2
10638382, Break, 0, 1, 1
10638399, Repair, -, 0, 2
10638453, Break, 0, 1, 1
10638468, Repair, -, 0, 2
10641792, Break, 0, 1, 1
10641806, Repair, -, 0, 2
10642156, Break, 1, 1, 1
10642174, Repair, -, 0, 2
10643067, Break, 0, 1, 1
10643087, Repair, -, 0, 2
10644481, Break, 2, 1, 1
10644497, Repair, -, 0, 2
10645597, Break, 2, 1, 1
10645611, Repair, -, 0, 2
10646533, Break, 1, 1, 1
10646550, Repair, -, 0, 2
10647295, Break, 0, 1, 1
10647308, Repair, -, 0, 2
10647350, Break, 2, 1, 1
10647366, Repair, -, 0, 2
10648207, Break, 1, 1, 1
10648220, Repair, -, 0, 2
10649477, Break, 1, 1, 1
10649493, Repair, -, 0, 2
10649862, Break, 0, 1, 1
10649882, Repair, -, 0, 2
10651250, Break, 0, 1, 1
10651269, Repair, -, 0, 2
10654417, Break, 2, 1, 1
10654429, Repair, -, 0, 2
10656848, Break, 2, 1, 1
10656864, Repair, -, 0, 2
10656888, Break, 2, 1, 1
10656904, Repair, -, 0, 2
10658281, Break, 0, 1, 1
10658300, Repair, -, 0, 2
10660697, Break, 2, 1, 1
10660716, Repair, -, 0, 2
10661148, Break, 0, 1, 1
10661162, Repair, -, 0, 2
10662572, Break, 2, 1, 1
10662587, Repair, -, 0, 2
10664964, Break, 1, 1, 1
10664977, Repair, -, 0, 2
10665250, Break, 1, 1, 1
10665262, Repair, -, 0, 2
10665387, Break, 1, 1, 1
10665401, Repair, -, 0, 2
10667019, Break, 1, 1, 1
10667031, Repair, -, 0, 2
10669600, Break, 2, 1, 1
10669618, Repair, -, 0, 2
10670946, Break, 1, 1, 1
10670965, Repair, -, 0, 2
10671808, Break, 1, 1, 1
10671825, Repair, -, 0, 2
10672571, Break, 0, 1, 1
10672583, Repair, -, 0, 2
10672726, Break, 1, 1, 1
10672746, Repair, -, 0, 2
10675929, Break, 0, 1, 1
10675943, Repair, -, 0, 2
10679933, Break, 1, 1, 1
10679945, Repair, -, 0, 2
10685043, Break, 1, 1, 1
10685060, Repair, -, 0, 2
10685340, Break, 1, 1, 1
10685353, Repair, -, 0, 2
10687609, Break, 0, 1, 1
10687624, Repair, -, 0, 2
10687986, Break, 0, 1, 1
10687999, Repair, -, 0, 2
10689574, Break, 1, 1, 1
10689588, Repair, -, 0, 2
10693250, Break, 2, 1, 1
10693264, Repair, -, 0, 2
10693552, Break, 1, 1, 1
10693571, Repair, -, 0, 2
10693697, Break, 1, 1, 1
10693714, Repair, -, 0, 2
10696827, Break, 2, 1, 1
10696840, Repair, -, 0, 2
10697667, Break, 1, 1, 1
10697682, Repair, -, 0, 2
10698970, Break, 1, 1, 1
10698982, Repair, -, 0, 2
10699013, Break, 2, 1, 1
10699029, Repair, -, 0, 2
10699429, Break, 2, 1, 1
10699448, Repair, -, 0, 2
10701279, Break, 0, 1, 1
10701292, Repair, -, 0, 2
10701957, Break, 0, 1, 1
10701970, Repair, -, 0, 2
10703476, Break, 2, 1, 1
10703491, Repair, -, 0, 2
10704415, Break, 1, 1, 1
10704431, Repair, -, 0, 2
10706675, Break, 2, 1, 1
10706691, Repair, -, 0, 2
10707264, Break, 0, 1, 1
10707278, Repair, -, 0, 2
10710321, Break, 1, 1, 1
10710336, Repair, -, 0, 2
10713516, Break, 0, 1, 1
10713535, Repair, -, 0, 2
10714697, Break, 1, 1, 1
10714708, Repair, -, 0, 2
10715694, Break, 0, 1, 1
10715705, Repair, -, 0, 2
10715802, Break, 0, 1, 1
10715821, Repair, -, 0, 2
10715969, Break, 1, 1, 1
10715987, Repair, -, 0, 2
10717364, Break, 2, 1, 1
10717376, Repair, -, 0, 2
10717509, Break, 1, 1, 1
10717523, Repair, -, 0, 2
10718042, Break, 1, 1, 1
10718060, Repair, -, 0, 2
10723082, Break, 0, 1, 1
10723097, Repair, -, 0, 2
10724895, Break, 1, 1, 1
10724907, Repair, -, 0, 2
10725064, Break, 0, 1, 1
10725083, Repair, -, 0, 2
10730929, Break, 0, 1, 1
10730946, Repair, -, 0, 2
10731394, Break, 0, 1, 1
10731408, Repair, -, 0, 2
10735671, Break, 1, 1, 1
10735688, Repair, -, 0, 2
10738493, Break, 1, 1, 1
10738510, Repair, -, 0, 2
10741178, Break, 0, 1, 1
10741194, Repair, -, 0, 2
10742981, Break, 1, 1, 1
10742994, Repair, -, 0, 2
10743663, Break, 2, 1, 1
10743681, Repair, -, 0, 2
10744535, Break, 2, 1, 1
10744549, Repair, -, 0, 2
10745345, Break, 1, 1, 1
10745356, Repair, -, 0, 2
10746521, Break, 1, 1, 1
10746539, Repair, -, 0, 2
10746630, Break, 2, 1, 1
10746642, Repair, -, 0, 2
10753815, Break, 1, 1, 1
10753830, Repair, -, 0, 2
10758770, Break, 1, 1, 1
10758790, Repair, -, 0, 2
10759173, Break, 0, 1, 1
10759190, Repair, -, 0, 2
10759790, Break, 0, 1, 1
10759808, Repair, -, 0, 2
10760613, Break, 2, 1, 1
10760631, Repair, -, 0, 2
10761314, Break, 1, 1, 1
10761327, Repair, -, 0, 2
10762534, Break, 0, 1, 1
10762553, Repair, -, 0, 2
10763450, Break, 2, 1, 1
10763465, Repair, -, 0, 2
10767652, Break, 2, 1, 1
10767667, Repair, -, 0, 2
10767735, Break, 0, 1, 1
10767747, Repair, -, 0, 2
10767867, Break, 0, 1, 1
10767878, Repair, -, 0, 2
10771593, Break, 0, 1, 1
10771606, Repair, -, 0, 2
10772278, Break, 1, 1, 1
10772296, Repair, -, 0, 2
10773718, Break, 1, 1, 1
10773738, Repair, -, 0, 2
10775357, Break, 0, 1, 1
10775375, Repair, -, 0, 2
10775491, Break, 2, 1, 1
10775504, Repair, -, 0, 2
10775871, Break, 2, 1, 1
10775891, Repair, -, 0, 2
10777214, Break, 2, 1, 1
10777230, Repair, -, 0, 2
10779812, Break, 0, 1, 1
10779828, Repair, -, 0, 2
10782621, Break, 1, 1, 1
10782637, Repair, -, 0, 2
10783619, Break, 2, 1, 1
10783635, Repair, -, 0, 2
10784041, Break, 2, 1, 1
10784056, Repair, -, 0, 2
10784470, Break, 1, 1, 1
10784486, Repair, -, 0, 2
10784545, Break, 0, 1, 1
10784561, Repair, -, 0, 2
10785007, Break, 0, 1, 1
10785021, Repair, -, 0, 2
10785271, Break, 2, 1, 1
10785287, Repair, -, 0, 2
10785350, Break, 1, 1, 1
10785366, Repair, -, 0, 2
10785823, Break, 2, 1, 1
10785840, Repair, -, 0, 2
10789685, Break, 0, 1, 1
10789702, Repair, -, 0, 2
10789744, Break, 2, 1, 1
10789762, Repair, -, 0, 2
10790698, Break, 1, 1, 1
10790713, Repair, -, 0, 2
10791132, Break, 2, 1, 1
10791143, Repair, -, 0, 2
10792019, Break, 0, 1, 1
10792035, Repair, -, 0, 2
10792295, Break, 2, 1, 1
10792314, Repair, -, 0, 2
10793074, Break, 0, 1, 1
10793092, Repair, -, 0, 2
10793477, Break, 1, 1, 1
10793494, Repair, -, 0, 2
10795587, Break, 2, 1, 1
10795606, Repair, -, 0, 2
10798160, Break, 2, 1, 1
10798174, Repair, -, 0, 2
10799776, Break, 1, 1, 1
10799794, Repair, -, 0, 2
10804764, Break, 2, 1, 1
10804783, Repair, -, 0, 2
10808776, Break, 0, 1, 1
10808792, Repair, -, 0, 2
10810320, Break, 0, 1, 1
10810338, Repair, -, 0, 2
10814328, Break, 2, 1, 1
10814341, Repair, -, 0, 2
10816385, Break, 0, 1, 1
10816402, Repair, -, 0, 2
10816404, Break, 2, 1, 1
10816415, Repair, -, 0, 2
10818005, Break, 0, 1, 1
10818022, Repair, -, 0, 2
10820265, Break, 0, 1, 1
10820280, Repair, -, 0, 2
10820495, Break, 0, 1, 1
10820513, Repair, -, 0, 2
10820587, Break, 0, 1, 1
10820604, Repair, -, 0, 2
10821685, Break, 1, 1, 1
10821704, Repair, -, 0, 2
10821992, Break, 1, 1, 1
10822008, Repair, -, 0, 2
10823483, Break, 0, 1, 1
10823500, Repair, -, 0, 2
10823684, Break, 1, 1, 1
10823695, Repair, -, 0, 2
10823745, Break, 0, 1, 1
10823765, Repair, -, 0, 2
10823802, Break, 2, 1, 1
10823817, Repair, -, 0, 2
10824610, Break, 0, 1, 1
10824627, Repair, -, 0, 2
10824760, Break, 2, 1, 1
10824779, Repair, -, 0, 2
10826428, Break, 1, 1, 1
10826439, Repair, -, 0, 2
10826467, Break, 2, 1, 1
10826482, Repair, -, 0, 2
10827774, Break, 2, 1, 1
10827793, Repair, -, 0, 2
10828236, Break, 1, 1, 1
10828253, Repair, -, 0, 2
10829229, Break, 0, 1, 1
10829249, Repair, -, 0, 2
10833153, Break, 0, 1, 1
10833164, Repair, -, 0, 2
10833948, Break, 1, 1, 1
10833967, Repair, -, 0, 2
10835356, Break, 0, 1, 1
10835371, Repair, -, 0, 2
10835768, Break, 1, 1, 1
10835784, Repair, -, 0, 2
10836780, Break, 0, 1, 1
10836795, Repair, -, 0, 2
10843444, Break, 1, 1, 1
10843463, Repair, -, 0, 2
10844246, Break, 2, 1, 1
10844247, Break, 2, 2, 0
10844258, Repair, -, 1, 1
10844275, Repair, -, 0, 2
10847312, Break, 2, 1, 1
10847324, Repair, -, 0, 2
10850638, Break, 1, 1, 1
10850649, Repair, -, 0, 2
10851179, Break, 0, 1, 1
10851196, Repair, -, 0, 2
10852726, Break, 2, 1, 1
10852745, Repair, -, 0, 2
10853607, Break, 2, 1, 1
10853620, Repair, -, 0, 2
10855644, Break, 0, 1, 1
10855663, Repair, -, 0, 2
10860637, Break, 2, 1, 1
10860654, Repair, -, 0, 2
10860837, Break, 1, 1, 1
10860855, Repair, -, 0, 2
10862079, Break, 1, 1, 1
10862093, Repair, -, 0, 2
10862233, Break, 1, 1, 1
10862250, Repair, -, 0, 2
10862484, Break, 0, 1, 1
10862499, Repair, -, 0, 2
10862752, Break, 2, 1, 1
10862765, Repair, -, 0, 2
10864060, Break, 1, 1, 1
10864075, Repair, -, 0, 2
10864412, Break, 0, 1, 1
10864428, Repair, -, 0, 2
10865941, Break, 0, 1, 1
10865957, Repair, -, 0, 2
10868250, Break, 1, 1, 1
10868266, Repair, -, 0, 2
10872656, Break, 2, 1, 1
10872671, Repair, -, 0, 2
10872744, Break, 2, 1, 1
10872757, Repair, -, 0, 2
10873018, Break, 1, 1, 1
10873037, Repair, -, 0, 2
10873593, Break, 0, 1, 1
10873609, Repair, -, 0, 2
10874248, Break, 0, 1, 1
10874267, Repair, -, 0, 2
10876870, Break, 0, 1, 1
10876889, Repair, -, 0, 2
10879869, Break, 1, 1, 1
10879885, Repair, -, 0, 2
10880575, Break, 1, 1, 1
10880593, Repair, -, 0, 2
10884304, Break, 0, 1, 1
10884319, Repair, -, 0, 2
10886527, Break, 2, 1, 1
10886540, Repair, -, 0, 2
10886643, Break, 1, 1, 1
10886661, Repair, -, 0, 2
10889395, Break, 2, 1, 1
10889414, Repair, -, 0, 2
10889446, Break, 0, 1, 1
10889459, Repair, -, 0, 2
10889950, Break, 0, 1, 1
10889962, Repair, -, 0, 2
10890144, Break, 2, 1, 1
10890164, Repair, -, 0, 2
10890404, Break, 2, 1, 1
10890421, Repair, -, 0, 2
10891428, Break, 0, 1, 1
10891448, Repair, -, 0, 2
10891662, Break, 0, 1, 1
10891682, Repair, -, 0, 2
10892334, Break, 0, 1, 1
10892352, Repair, -, 0, 2
10892381, Break, 1, 1, 1
10892395, Repair, -, 0, 2
10893166, Break, 2, 1, 1
10893186, Repair, -, 0, 2
10894345, Break, 2, 1, 1
10894357, Repair, -, 0, 2
10895145, Break, 0, 1, 1
10895160, Repair, -, 0, 2
10896508, Break, 1, 1, 1
10896526, Repair, -, 0, 2
10899372, Break, 2, 1, 1
10899391, Repair, -, 0, 2
10900233, Break, 1, 1, 1
10900249, Repair, -, 0, 2
10901390, Break, 2, 1, 1
10901409, Repair, -, 0, 2
10902066, Break, 0, 1, 1
10902078, Repair, -, 0, 2
10904647, Break, 2, 1, 1
10904664, Repair, -, 0, 2
10904861, Break, 2, 1, 1
10904874, Repair, -, 0, 2
10905419, Break, 2, 1, 1
10905433, Repair, -, 0, 2
10906342, Break, 1, 1, 1
10906357, Repair, -, 0, 2
10907664, Break, 1, 1, 1
10907677, Repair, -, 0, 2
10912539, Break, 2, 1, 1
10912553, Repair, -, 0, 2
10913283, Break, 2, 1, 1
10913297, Repair, -, 0, 2
10914940, Break, 1, 1, 1
10914952, Repair, -, 0, 2
10916003, Break, 0, 1, 1
10916014, Repair, -, 0, 2
10917978, Break, 1, 1, 1
10917998, Repair, -, 0, 2
10918609, Break, 0, 1, 1
10918620, Repair, -, 0, 2
10919374, Break, 0, 1, 1
10919387, Repair, -, 0, 2
10920830, Break, 0, 1, 1
10920850, Repair, -, 0, 2
10922344, Break, 0, 1, 1
10922362, Repair, -, 0, 2
10923157, Break, 1, 1, 1
10923170, Repair, -, 0, 2
10926044, Break, 0, 1, 1
10926057, Repair, -, 0, 2
10927284, Break, 0, 1, 1
10927295, Repair, -, 0, 2
10931847, Break, 2, 1, 1
10931863, Repair, -, 0, 2
10932041, Break, 1, 1, 1
10932053, Repair, -, 0, 2
10933368, Break, 2, 1, 1
10933383, Repair, -, 0, 2
10937132, Break, 2, 1, 1
10937152, Repair, -, 0, 2
10940800, Break, 2, 1, 1
10940819, Repair, -, 0, 2
10941678, Break, 1, 1, 1
10941695, Repair, -, 0, 2
10944418, Break, 1, 1, 1
10944431, Repair, -, 0, 2
10944503, Break, 0, 1, 1
10944514, Repair, -, 0, 2
10945341, Break, 2, 1, 1
10945354, Repair, -, 0, 2
10948012, Break, 2, 1, 1
10948026, Repair, -, 0, 2
10950669, Break, 1, 1, 1
10950688, Repair, -, 0, 2
10951983, Break, 0, 1, 1
10951994, Repair, -, 0, 2
10952721, Break, 0, 1, 1
10952732, Repair, -, 0, 2
10953400, Break, 0, 1, 1
10953416, Repair, -, 0, 2
10955692, Break, 1, 1, 1
10955703, Repair, -, 0, 2
10956104, Break, 1, 1, 1
10956121, Break, 2, 2, 0
10956122, Repair, -, 1, 1
10956135, Repair, -, 0, 2
10956364, Break, 2, 1, 1
10956382, Repair, -, 0, 2
10957143, Break, 2, 1, 1
10957163, Repair, -, 0, 2
10959099, Break, 0, 1, 1
10959114, Repair, -, 0, 2
10959145, Break, 1, 1, 1
10959156, Repair, -, 0, 2
10960133, Break, 2, 1, 1
10960147, Repair, -, 0, 2
10960803, Break, 1, 1, 1
10960819, Repair, -, 0, 2
10961792, Break, 1, 1, 1
10961812, Repair, -, 0, 2
10962232, Break, 0, 1, 1
10962252, Repair, -, 0, 2
10963466, Break, 0, 1, 1
10963478, Repair, -, 0, 2
10965844, Break, 0, 1, 1
10965857, Repair, -, 0, 2
10966721, Break, 2, 1, 1
10966735, Repair, -, 0, 2
10967328, Break, 0, 1, 1
10967345, Repair, -, 0, 2
10969174, Break, 1, 1, 1
10969187, Repair, -, 0, 2
10971066, Break, 1, 1, 1
10971084, Repair, -, 0, 2
10971512, Break, 2, 1, 1
10971528, Repair, -, 0, 2
10972988, Break, 2, 1, 1
10973003, Repair, -, 0, 2
10973395, Break, 0, 1, 1
10973413, Repair, -, 0, 2
10973503, Break, 1, 1, 1
10973520, Repair, -, 0, 2
10974332, Break, 2, 1, 1
10974350, Repair, -, 0, 2
10975331, Break, 1, 1, 1
10975345, Repair, -, 0, 2
10975868, Break, 1, 1, 1
10975886, Repair, -, 0, 2
10982808, Break, 2, 1, 1
10982823, Repair, -, 0, 2
10982834, Break, 0, 1, 1
10982852, Repair, -, 0, 2
10983063, Break, 0, 1, 1
10983082, Repair, -, 0, 2
10983354, Break, 1, 1, 1
10983371, Repair, -, 0, 2
10986125, Break, 0, 1, 1
10986141, Repair, -, 0, 2
10986958, Break, 1, 1, 1
10986976, Repair, -, 0, 2
10987870, Break, 2, 1, 1
10987889, Repair, -, 0, 2
10989227, Break, 1, 1, 1
10989243, Repair, -, 0, 2
10989612, Break, 2, 1, 1
10989628, Repair, -, 0, 2
10991352, Break, 1, 1, 1
10991372, Repair, -, 0, 2
10991772, Break, 2, 1, 1
10991791, Repair, -, 0, 2
10992737, Break, 2, 1, 1
10992749, Repair, -, 0, 2
10993019, Break, 2, 1, 1
10993039, Repair, -, 0, 2
10994455, Break, 0, 1, 1
10994469, Repair, -, 0, 2
10995675, Break, 2, 1, 1
10995686, Repair, -, 0, 2
10999418, Break, 2, 1, 1
10999436, Repair, -, 0, 2
10999995, Break, 1, 1, 1
11000010, Repair, -, 0, 2
11001628, Break, 0, 1, 1
11001639, Repair, -, 0, 2
11002885, Break, 0, 1, 1
11002903, Repair, -, 0, 2
11003970, Break, 1, 1, 1
11003989, Repair, -, 0, 2
11007204, Break, 0, 1, 1
11007218, Repair, -, 0, 2
11007712, Break, 2, 1, 1
11007723, Repair, -, 0, 2
11008286, Break, 1, 1, 1
11008301, Repair, -, 0, 2
11008524, Break, 2, 1, 1
11008542, Repair, -, 0, 2
11011176, Break, 2, 1, 1
11011195, Repair, -, 0, 2
11012872, Break, 2, 1, 1
11012889, Repair, -, 0, 2
11014065, Break, 2, 1, 1
11014081, Repair, -, 0, 2
11015338, Break, 2, 1, 1
11015353, Repair, -, 0, 2
11016223, Break, 1, 1, 1
11016241, Repair, -, 0, 2
11016472, Break, 2, 1, 1
11016486, Break, 0, 2, 0
11016486, Repair, -, 1, 1
11016504, Repair, -, 0, 2
11016787, Break, 1, 1, 1
11016806, Repair, -, 0, 2
11017357, Break, 0, 1, 1
11017374, Repair, -, 0, 2
11018096, Break, 1, 1, 1
11018108, Repair, -, 0, 2
11019593, Break, 0, 1, 1
11019607, Repair, -, 0, 2
11021232, Break, 0, 1, 1
11021243, Repair, -, 0, 2
11022670, Break, 2, 1, 1
11022684, Repair, -, 0, 2
11023479, Break, 2, 1, 1
11023494, Repair, -, 0, 2
11025985, Break, 2, 1, 1
11026001, Repair, -, 0, 2
11027780, Break, 1, 1, 1
11027799, Repair, -, 0, 2
11028252, Break, 0, 1, 1
11028264, Repair, -, 0, 2
11029385, Break, 0, 1, 1
11029403, Repair, -, 0, 2
11031442, Break, 1, 1, 1
11031456, Repair, -, 0, 2
11032310, Break, 2, 1, 1
11032326, Repair, -, 0, 2
11033334, Break, 1, 1, 1
11033350, Repair, -, 0, 2
11033561, Break, 1, 1, 1
11033577, Repair, -, 0, 2
11033597, Break, 0, 1, 1
11033617, Repair, -, 0, 2
11034710, Break, 1, 1, 1
11034725, Repair, -, 0, 2
11034760, Break, 1, 1, 1
11034777, Repair, -, 0, 2
11035150, Break, 0, 1, 1
11035162, Repair, -, 0, 2
11040079, Break, 1, 1, 1
11040096, Repair, -, 0, 2
11040746, Break, 2, 1, 1
11040765, Repair, -, 0, 2
11043632, Break, 2, 1, 1
11043645, Repair, -, 0, 2
11046454, Break, 2, 1, 1
11046470, Repair, -, 0, 2
11046614, Break, 1, 1, 1
11046631, Repair, -, 0, 2
11048799, Break, 2, 1, 1
11048817, Repair, -, 0, 2
11051948, Break, 2, 1, 1
11051967, Repair, -, 0, 2
11052098, Break, 1, 1, 1
11052112, Repair, -, 0, 2
11053809, Break, 0, 1, 1
11053821, Repair, -, 0, 2
11054575, Break, 2, 1, 1
11054588, Repair, -, 0, 2
11055266, Break, 2, 1, 1
11055284, Repair, -, 0, 2
11058198, Break, 2, 1, 1
11058211, Repair, -, 0, 2
11059855, Break, 0, 1, 1
11059873, Repair, -, 0, 2
11062363, Break, 2, 1, 1
11062382, Repair, -, 0, 2
11063943, Break, 0, 1, 1
11063954, Repair, -, 0, 2
11065043, Break, 1, 1, 1
11065057, Repair, -, 0, 2
11066714, Break, 1, 1, 1
11066729, Repair, -, 0, 2
11068730, Break, 1, 1, 1
11068741, Repair, -, 0, 2
11071305, Break, 0, 1, 1
11071317, Repair, -, 0, 2
11072990, Break, 0, 1, 1
11073006, Repair, -, 0, 2
11073025, Break, 1, 1, 1
